Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
47,Yes,Non-Travel,584,Sales,1,3,Marketing,2,Male,96,4,1,Sales Representative,2,Divorced,11411,6769,6,No,13,3,2,2,20,1,2,13,9,9,7
34,Yes,Travel_Rarely,1348,Sales,19,1,Life Sciences,3,Male,69,1,5,Sales Executive,1,Married,14083,19955,0,Yes,13,3,4,2,29,0,3,12,17,11,15
40,No,Travel_Rarely,218,Sales,15,5,Marketing,2,Male,98,4,4,Sales Representative,3,Single,16254,9242,5,No,16,3,3,0,2,2,2,23,15,11,9
32,No,Travel_Frequently,1069,Research & Development,1,5,Marketing,1,Male,72,3,3,Laboratory Technician,4,Single,4768,9645,3,No,22,3,3,0,33,0,3,4,8,3,8
54,No,Travel_Rarely,293,Sales,10,1,Technical Degree,3,Male,30,4,2,Human Resources,4,Divorced,16692,18584,1,Yes,20,3,1,0,5,0,4,33,18,6,14
38,No,Travel_Rarely,889,Research & Development,1,5,Life Sciences,3,Female,51,4,3,Manager,1,Single,13469,4762,2,Yes,23,3,2,3,28,1,4,22,16,10,4
31,No,Travel_Rarely,719,Research & Development,28,2,Life Sciences,3,Female,91,4,5,Human Resources,1,Single,17456,23413,6,No,20,3,3,3,2,0,2,18,9,9,1
19,No,Travel_Frequently,617,Research & Development,12,5,Marketing,3,Female,55,2,2,Healthcare Representative,4,Single,16469,25748,5,No,17,4,2,2,32,5,4,29,18,12,15
28,Yes,Travel_Frequently,408,Sales,11,5,Other,3,Male,47,3,4,Sales Representative,1,Married,18738,19642,5,Yes,24,3,3,1,10,2,4,15,7,4,17
56,No,Non-Travel,633,Sales,29,1,Technical Degree,1,Male,77,4,1,Manufacturing Director,1,Single,18367,17006,7,No,11,3,4,0,4,1,1,39,18,3,15
55,No,Travel_Rarely,223,Human Resources,17,4,Marketing,4,Male,38,3,5,Sales Representative,1,Married,10823,19635,7,No,24,3,4,3,31,2,3,33,4,3,4
51,No,Non-Travel,750,Research & Development,4,5,Marketing,1,Male,30,1,2,Sales Executive,2,Married,14899,4340,5,No,13,3,1,1,17,5,3,10,1,10,0
55,No,Travel_Rarely,693,Research & Development,29,5,Medical,3,Male,38,4,1,Sales Representative,4,Divorced,2749,8747,0,No,22,3,3,0,19,4,4,13,14,11,9
51,No,Travel_Rarely,1279,Sales,23,4,Medical,2,Female,52,4,2,Research Director,1,Single,12227,13227,9,No,11,4,1,1,38,0,4,14,16,13,12
35,No,Travel_Rarely,971,Human Resources,7,1,Other,2,Male,74,1,5,Healthcare Representative,1,Single,7064,9743,6,No,20,3,1,0,39,1,2,34,9,1,10
47,Yes,Travel_Rarely,1294,Research & Development,12,4,Technical Degree,3,Male,31,3,2,Research Scientist,2,Married,2963,18989,7,Yes,13,3,3,1,27,3,3,6,1,7,14
32,No,Travel_Rarely,160,Sales,13,1,Human Resources,4,Female,43,1,4,Healthcare Representative,4,Married,17672,10535,4,No,15,3,3,2,12,2,1,28,8,15,1
44,No,Travel_Frequently,402,Research & Development,5,2,Medical,3,Male,67,1,2,Manager,3,Married,19784,2982,3,Yes,19,3,4,0,25,6,1,21,1,11,5
51,No,Non-Travel,654,Sales,28,1,Human Resources,1,Male,69,1,5,Research Scientist,4,Divorced,10241,11309,6,No,13,3,1,0,15,5,4,22,17,15,10
55,No,Non-Travel,1242,Research & Development,6,2,Life Sciences,4,Male,92,1,2,Manager,4,Single,7448,26461,5,No,20,3,4,2,24,0,2,23,11,3,14
50,Yes,Travel_Rarely,1252,Research & Development,2,2,Medical,4,Male,45,3,1,Manager,4,Divorced,1970,10885,5,No,24,3,2,0,9,2,2,34,14,1,8
41,No,Non-Travel,500,Sales,21,1,Medical,1,Female,35,4,1,Sales Executive,2,Married,18610,21500,2,No,20,3,2,0,28,5,3,9,5,8,11
32,No,Travel_Rarely,616,Human Resources,7,3,Technical Degree,4,Male,32,1,3,Sales Executive,4,Single,7016,21008,9,No,19,3,1,3,37,2,4,7,17,13,3
47,No,Non-Travel,906,Research & Development,14,1,Other,3,Male,43,1,3,Laboratory Technician,3,Divorced,18785,13169,3,Yes,11,3,1,2,19,4,4,11,12,13,13
59,No,Travel_Rarely,599,Research & Development,25,5,Human Resources,3,Female,95,2,4,Laboratory Technician,1,Married,3085,24793,4,No,16,3,3,3,25,6,2,28,3,15,2
34,Yes,Non-Travel,1043,Sales,22,5,Medical,2,Female,96,3,1,Manufacturing Director,4,Single,7205,17298,8,No,19,3,3,2,31,5,1,28,11,12,16
22,No,Travel_Rarely,629,Sales,28,3,Medical,1,Female,60,1,3,Research Scientist,2,Single,17301,20542,7,No,22,3,1,1,38,2,1,22,8,11,12
46,No,Travel_Rarely,499,Sales,14,2,Technical Degree,4,Female,62,2,2,Human Resources,4,Single,11324,12044,2,Yes,15,3,1,2,37,6,3,25,1,9,7
21,No,Travel_Frequently,1390,Research & Development,10,3,Technical Degree,4,Male,30,1,4,Sales Representative,4,Married,12794,7507,5,No,21,3,2,2,23,4,4,36,15,12,11
27,No,Travel_Rarely,1388,Sales,4,5,Other,4,Male,73,3,5,Sales Representative,3,Single,9151,8631,9,No,24,3,4,3,30,4,4,31,0,6,11
34,No,Travel_Frequently,537,Research & Development,3,3,Human Resources,3,Male,44,2,3,Manager,3,Single,7269,5663,0,Yes,20,3,2,0,39,4,1,37,3,15,11
27,No,Travel_Rarely,941,Research & Development,25,1,Life Sciences,1,Male,66,2,3,Laboratory Technician,2,Single,16543,3336,2,No,12,3,2,2,11,0,4,5,14,14,1
34,No,Travel_Rarely,461,Sales,23,3,Other,3,Female,56,3,1,Manager,2,Married,5850,6423,9,No,15,3,4,0,35,5,4,7,0,2,9
37,Yes,Travel_Rarely,1254,Research & Development,27,2,Life Sciences,4,Female,77,2,4,Research Director,2,Divorced,14393,12581,6,No,11,3,1,2,9,2,2,16,14,14,8
41,No,Travel_Rarely,965,Sales,14,1,Marketing,3,Male,56,2,1,Research Director,2,Divorced,18452,20403,6,No,19,3,1,3,5,2,3,11,2,6,0
22,No,Travel_Rarely,735,Human Resources,29,4,Medical,4,Male,41,1,1,Human Resources,2,Single,2931,5489,1,No,20,3,2,2,6,6,3,21,12,0,3
51,No,Travel_Rarely,1366,Research & Development,6,5,Human Resources,4,Male,96,2,4,Sales Executive,1,Divorced,13000,18918,2,Yes,23,3,2,1,30,6,3,13,17,11,13
23,No,Travel_Rarely,1347,Sales,23,5,Other,3,Female,59,4,2,Sales Executive,1,Married,7110,23709,6,No,20,3,4,2,26,5,2,33,12,0,15
19,No,Non-Travel,315,Sales,15,3,Medical,4,Male,95,3,3,Laboratory Technician,2,Divorced,3482,26659,5,No,19,3,3,2,7,4,3,18,9,3,17
30,No,Non-Travel,1017,Research & Development,8,1,Human Resources,3,Female,36,1,1,Laboratory Technician,2,Married,9117,21221,6,No,16,3,3,0,2,2,3,5,6,3,1
60,No,Travel_Rarely,693,Research & Development,5,4,Human Resources,2,Female,63,2,3,Research Director,1,Married,16459,10133,9,No,21,3,1,0,39,2,1,17,7,3,5
60,No,Travel_Rarely,236,Research & Development,3,1,Human Resources,3,Female,61,4,4,Sales Executive,3,Divorced,11052,10292,8,No,19,4,3,1,20,4,1,35,0,8,2
28,No,Travel_Rarely,855,Research & Development,3,5,Medical,2,Female,68,1,2,Research Scientist,1,Single,17219,3680,7,Yes,24,3,1,2,0,3,3,36,17,5,12
40,No,Travel_Rarely,487,Sales,13,1,Other,2,Female,72,3,5,Research Scientist,2,Married,5558,19303,5,No,13,3,1,0,14,3,2,37,11,2,16
33,No,Travel_Rarely,1428,Sales,2,4,Technical Degree,3,Male,72,2,2,Laboratory Technician,3,Divorced,1603,5918,3,No,25,3,1,2,6,4,2,14,17,5,13
48,Yes,Travel_Rarely,1412,Sales,24,3,Medical,1,Male,32,3,4,Manager,2,Divorced,17899,19746,9,Yes,14,3,4,3,14,6,2,37,11,1,10
28,No,Travel_Frequently,1314,Research & Development,1,2,Human Resources,1,Male,75,3,2,Sales Executive,4,Divorced,5898,26093,8,Yes,23,3,2,3,24,0,4,39,8,1,15
33,No,Travel_Rarely,1422,Research & Development,12,1,Other,3,Male,61,2,5,Research Scientist,3,Married,9221,5530,6,No,16,3,3,1,2,6,4,8,1,6,10
25,Yes,Travel_Rarely,490,Research & Development,8,2,Marketing,3,Female,72,2,1,Sales Executive,2,Single,18792,10183,4,No,14,4,4,3,29,6,2,5,13,13,17
21,Yes,Travel_Rarely,845,Sales,19,5,Life Sciences,4,Male,32,1,2,Healthcare Representative,1,Single,4210,18151,1,No,11,3,3,0,13,2,1,1,3,2,1
57,No,Travel_Rarely,1386,Research & Development,9,3,Human Resources,4,Female,92,3,4,Sales Representative,2,Married,8863,3404,8,No,17,3,4,0,3,6,4,15,14,6,7
21,No,Travel_Rarely,805,Research & Development,28,3,Marketing,3,Male,69,2,2,Research Director,1,Married,7772,11913,6,No,15,3,3,1,35,2,2,0,16,2,13
42,No,Travel_Rarely,1026,Research & Development,14,1,Technical Degree,1,Male,47,3,5,Sales Executive,3,Single,11662,17559,8,No,24,3,3,2,2,3,4,29,18,11,1
20,No,Travel_Rarely,874,Research & Development,28,3,Human Resources,4,Female,96,2,4,Sales Representative,1,Single,6199,15551,8,No,25,3,2,0,4,6,4,32,5,11,12
49,No,Travel_Rarely,1238,Sales,27,1,Marketing,4,Male,91,3,2,Healthcare Representative,3,Married,14724,2571,9,No,18,3,3,3,24,4,4,0,8,1,9
20,No,Non-Travel,965,Sales,18,1,Human Resources,1,Male,39,1,4,Sales Executive,2,Married,6690,11000,4,No,19,3,4,0,30,5,4,38,16,3,7
44,Yes,Travel_Rarely,1161,Research & Development,10,2,Medical,3,Male,81,3,5,Laboratory Technician,1,Divorced,4687,11962,6,No,15,3,3,1,10,5,2,15,14,14,6
46,No,Travel_Rarely,180,Research & Development,9,3,Other,1,Female,75,2,1,Sales Representative,3,Married,15111,20640,4,No,18,3,2,3,7,6,4,16,4,3,12
49,No,Non-Travel,1400,Sales,6,1,Marketing,2,Male,84,4,5,Sales Executive,3,Divorced,17729,2602,2,No,23,3,3,3,25,0,3,37,17,2,14
36,Yes,Travel_Rarely,1403,Research & Development,1,2,Other,4,Male,75,1,1,Sales Representative,3,Married,2676,9413,9,Yes,11,3,4,3,1,6,2,17,3,8,1
38,No,Travel_Rarely,775,Research & Development,5,4,Medical,4,Male,89,1,3,Healthcare Representative,4,Divorced,18302,2475,7,Yes,11,3,3,1,27,4,2,21,1,15,4
22,Yes,Travel_Rarely,413,Research & Development,10,2,Medical,4,Female,55,4,5,Sales Executive,3,Married,9213,17381,7,Yes,17,3,2,1,9,3,2,21,18,5,0
35,No,Non-Travel,305,Research & Development,25,2,Other,1,Female,56,2,1,Sales Executive,2,Divorced,6131,3939,8,No,25,3,2,2,38,3,4,34,4,4,6
45,No,Non-Travel,1086,Research & Development,13,1,Marketing,1,Male,67,1,3,Sales Executive,2,Divorced,12226,25778,5,No,16,3,2,2,36,6,2,30,3,12,17
59,Yes,Travel_Rarely,118,Research & Development,22,5,Other,3,Male,51,4,3,Human Resources,2,Divorced,16592,14656,1,No,15,3,2,2,38,2,1,39,4,11,0
39,No,Travel_Rarely,577,Research & Development,23,5,Other,4,Female,55,4,3,Laboratory Technician,3,Married,1982,12004,2,No,24,3,1,1,20,1,3,26,18,11,0
38,No,Non-Travel,1118,Research & Development,4,5,Life Sciences,2,Male,98,3,4,Healthcare Representative,2,Single,2417,26195,9,No,25,3,2,3,27,0,1,35,12,5,6
23,No,Travel_Rarely,311,Research & Development,1,2,Marketing,3,Male,64,3,5,Human Resources,3,Single,11144,26987,5,No,15,4,3,3,37,0,3,3,15,12,16
18,No,Travel_Rarely,600,Research & Development,21,1,Life Sciences,1,Male,95,2,5,Manager,3,Single,19681,6723,0,Yes,24,3,3,0,32,1,3,4,11,10,5
22,No,Non-Travel,530,Sales,2,3,Human Resources,2,Female,80,4,5,Human Resources,3,Single,9747,7798,1,No,19,3,3,2,10,5,4,24,8,7,11
58,No,Travel_Rarely,1203,Research & Development,24,2,Other,3,Male,47,3,5,Research Director,4,Single,15358,3870,7,No,11,3,3,3,0,5,3,30,15,4,14
29,No,Travel_Rarely,1205,Research & Development,4,2,Human Resources,1,Male,72,2,4,Research Director,1,Married,2227,26581,7,No,18,3,1,3,32,5,3,13,13,12,12
43,No,Travel_Frequently,1431,Research & Development,17,1,Marketing,2,Female,41,1,5,Sales Executive,2,Married,18813,17607,5,No,12,3,1,3,2,3,1,29,0,14,11
51,No,Travel_Rarely,159,Research & Development,10,4,Other,3,Female,32,3,1,Human Resources,4,Married,4386,20762,2,Yes,17,3,1,3,25,4,3,11,3,12,1
31,No,Travel_Rarely,1333,Research & Development,23,2,Human Resources,2,Male,36,2,3,Manager,2,Single,11973,17322,1,No,16,3,3,1,14,0,2,26,8,3,17
43,No,Travel_Rarely,1260,Research & Development,12,4,Technical Degree,1,Male,35,3,4,Human Resources,4,Married,5107,3338,5,No,20,3,4,2,40,1,2,23,18,6,3
44,No,Travel_Rarely,1095,Research & Development,27,4,Medical,3,Female,74,1,4,Laboratory Technician,1,Married,8628,3427,0,No,12,3,4,3,13,2,3,29,13,11,9
26,No,Non-Travel,623,Sales,2,5,Other,1,Female,68,1,5,Laboratory Technician,1,Married,12948,5763,9,No,22,3,3,3,22,6,2,17,11,13,10
43,Yes,Travel_Rarely,682,Research & Development,3,1,Medical,4,Female,80,3,3,Manager,1,Divorced,19235,19678,5,Yes,23,3,2,3,7,2,4,13,3,4,5
39,No,Travel_Rarely,1000,Research & Development,14,4,Life Sciences,4,Male,38,1,1,Human Resources,1,Single,17887,20272,8,No,13,3,2,3,35,6,2,18,6,15,5
47,No,Travel_Frequently,1208,Research & Development,25,1,Human Resources,2,Male,52,2,3,Sales Representative,3,Single,7569,17673,6,Yes,14,3,3,0,19,3,4,21,16,3,8
60,Yes,Travel_Rarely,722,Sales,15,5,Life Sciences,4,Female,41,3,2,Laboratory Technician,2,Married,6519,24659,8,Yes,17,3,2,3,5,0,3,25,0,13,12
34,No,Travel_Rarely,1169,Sales,13,1,Other,1,Female,91,3,3,Laboratory Technician,2,Single,4453,19932,1,No,18,3,2,3,32,4,4,6,13,4,4
43,No,Travel_Rarely,1067,Research & Development,9,2,Medical,2,Male,69,1,1,Research Scientist,2,Married,8552,4027,4,No,23,4,4,3,27,0,4,27,14,15,5
53,No,Travel_Rarely,1011,Sales,2,4,Medical,3,Male,83,2,1,Human Resources,3,Married,13438,2840,8,No,21,3,3,0,37,6,3,37,11,10,3
18,No,Travel_Rarely,594,Sales,19,1,Human Resources,1,Female,36,3,1,Laboratory Technician,2,Single,8262,25848,6,No,12,3,1,1,29,5,3,4,11,3,5
25,No,Travel_Rarely,600,Sales,16,3,Other,3,Male,46,3,4,Healthcare Representative,1,Single,14784,11126,8,No,18,3,4,0,16,2,4,35,5,7,17
52,Yes,Travel_Rarely,1143,Sales,11,1,Technical Degree,3,Male,79,1,4,Human Resources,2,Married,1054,26451,5,Yes,21,3,3,3,8,0,1,17,12,15,12
32,No,Travel_Rarely,706,Sales,12,4,Technical Degree,3,Male,53,1,2,Research Director,2,Married,16606,8921,6,Yes,19,3,3,1,27,2,3,13,15,7,2
39,No,Travel_Rarely,1049,Research & Development,25,5,Human Resources,3,Male,31,2,3,Research Scientist,4,Married,3066,18291,9,No,17,3,4,3,6,1,3,22,13,0,9
31,Yes,Travel_Frequently,395,Research & Development,1,5,Other,1,Male,62,2,5,Laboratory Technician,3,Single,1672,2886,4,Yes,11,3,2,1,27,1,1,13,6,15,3
43,No,Travel_Frequently,1273,Research & Development,2,4,Human Resources,4,Female,50,1,2,Research Scientist,1,Single,5677,9021,5,No,16,3,2,3,16,2,2,31,15,13,14
45,No,Travel_Rarely,273,Research & Development,16,2,Other,1,Male,82,2,5,Research Director,1,Single,19422,19745,0,Yes,18,4,4,3,39,4,1,4,8,11,11
40,No,Travel_Rarely,632,Research & Development,27,2,Life Sciences,4,Male,75,4,5,Manager,1,Single,6726,11836,0,No,15,3,3,1,4,4,2,21,13,2,14
31,No,Travel_Rarely,1245,Sales,2,5,Human Resources,3,Male,74,4,2,Manager,2,Divorced,3705,8463,1,No,22,3,1,1,4,0,1,27,6,10,9
41,No,Non-Travel,167,Sales,26,5,Other,4,Male,38,1,3,Human Resources,1,Single,14209,16894,3,No,25,3,3,3,13,2,4,11,11,3,11
19,No,Non-Travel,242,Research & Development,19,4,Technical Degree,3,Male,35,3,5,Research Director,1,Married,17110,21168,8,No,12,3,1,0,5,3,3,17,2,15,7
43,No,Travel_Rarely,547,Sales,10,2,Other,2,Male,80,1,4,Manufacturing Director,4,Divorced,9840,9968,6,No,25,3,1,0,6,4,1,35,13,1,2
31,No,Non-Travel,290,Research & Development,19,5,Other,3,Female,64,1,4,Manufacturing Director,2,Single,6013,18770,5,No,15,3,3,0,16,6,3,30,18,13,6
24,No,Travel_Rarely,259,Research & Development,10,2,Human Resources,4,Male,82,1,2,Human Resources,4,Married,14165,8958,0,No,18,3,3,0,8,4,2,12,10,12,17
20,No,Travel_Rarely,771,Research & Development,16,5,Life Sciences,2,Male,48,3,5,Sales Executive,3,Divorced,5411,6116,4,No,12,3,3,1,30,5,4,19,4,4,2
40,Yes,Travel_Rarely,347,Sales,13,1,Life Sciences,2,Male,98,4,2,Research Scientist,2,Divorced,11796,20126,3,Yes,11,3,1,1,21,1,3,35,12,10,14
60,No,Non-Travel,957,Sales,16,3,Life Sciences,3,Male,54,2,4,Research Scientist,4,Married,15671,13102,4,No,25,3,2,0,8,4,1,6,9,7,1
35,No,Non-Travel,1045,Research & Development,18,1,Life Sciences,1,Female,40,4,2,Manager,3,Married,6921,14196,8,No,14,3,1,2,15,6,1,22,6,11,14
55,No,Non-Travel,849,Sales,24,5,Marketing,4,Male,46,2,5,Manufacturing Director,4,Divorced,1403,17436,2,No,14,3,1,2,35,4,4,33,16,1,12
52,No,Non-Travel,1158,Research & Development,8,3,Human Resources,2,Female,65,2,5,Laboratory Technician,3,Married,15644,13204,3,No,19,4,1,2,33,6,2,31,15,13,9
32,No,Travel_Frequently,1486,Research & Development,24,3,Medical,1,Male,50,1,4,Laboratory Technician,1,Divorced,4606,7265,7,Yes,13,3,4,3,12,5,4,20,7,8,7
42,No,Travel_Rarely,431,Human Resources,18,5,Human Resources,3,Female,47,1,1,Laboratory Technician,1,Married,11533,11683,2,Yes,14,3,2,0,18,6,4,5,16,12,15
54,No,Travel_Rarely,613,Sales,13,5,Marketing,3,Male,89,2,1,Manager,2,Married,1338,20171,2,No,13,3,1,3,11,4,3,15,12,6,15
45,No,Non-Travel,951,Research & Development,25,2,Life Sciences,3,Female,47,3,3,Research Director,4,Divorced,18165,8804,8,No,12,3,1,1,35,5,2,34,10,5,1
27,No,Travel_Rarely,1196,Research & Development,27,5,Marketing,3,Male,30,3,4,Sales Representative,4,Divorced,2654,19515,4,Yes,14,4,4,1,9,2,4,19,17,7,8
56,No,Travel_Rarely,1438,Research & Development,7,4,Technical Degree,4,Male,43,3,3,Manufacturing Director,3,Married,19180,22330,9,No,24,3,1,2,15,2,3,40,4,13,7
34,No,Non-Travel,180,Sales,28,5,Technical Degree,2,Female,37,3,4,Manufacturing Director,2,Single,10824,7553,0,No,18,3,2,2,27,1,3,10,5,1,10
56,No,Travel_Frequently,270,Research & Development,21,4,Human Resources,4,Female,95,1,5,Research Scientist,1,Married,18392,17031,6,No,11,3,1,1,18,0,2,31,13,13,0
39,No,Travel_Rarely,911,Sales,23,5,Human Resources,2,Male,80,4,4,Sales Executive,4,Married,2857,11848,6,Yes,18,3,2,2,39,5,2,13,11,4,10
43,No,Travel_Rarely,1084,Research & Development,24,2,Medical,1,Male,89,4,2,Human Resources,3,Married,2570,9142,5,Yes,18,3,2,2,5,4,3,23,3,3,17
42,Yes,Travel_Rarely,281,Sales,25,4,Medical,1,Male,63,2,3,Research Scientist,1,Divorced,1782,24662,5,No,25,3,3,1,3,0,2,38,6,7,14
34,No,Travel_Rarely,361,Research & Development,18,1,Technical Degree,2,Female,65,3,4,Research Director,1,Divorced,8320,11577,2,Yes,13,3,4,3,29,2,3,30,10,12,8
30,No,Travel_Rarely,1130,Research & Development,6,4,Life Sciences,3,Male,91,1,3,Human Resources,1,Married,16212,19639,2,Yes,24,3,4,2,38,4,2,16,1,0,8
37,No,Travel_Rarely,398,Research & Development,9,2,Marketing,1,Male,30,1,4,Manufacturing Director,3,Single,19196,19507,9,Yes,20,3,4,3,30,0,2,24,3,11,0
42,No,Non-Travel,721,Sales,29,4,Medical,4,Female,71,1,1,Research Director,3,Married,10299,14543,8,No,20,3,3,2,26,5,2,8,6,2,6
21,No,Travel_Rarely,956,Sales,6,5,Other,2,Female,30,2,3,Human Resources,1,Married,3059,17448,0,No,22,3,3,0,20,5,1,21,0,9,11
27,No,Travel_Rarely,461,Research & Development,18,5,Medical,1,Female,83,1,5,Healthcare Representative,3,Married,18140,3072,6,No,22,3,2,3,36,0,2,34,14,7,9
20,No,Travel_Rarely,218,Research & Development,17,2,Life Sciences,2,Female,76,2,5,Sales Representative,1,Married,4982,10803,9,No,16,3,4,3,8,6,1,36,7,4,15
58,No,Travel_Rarely,458,Sales,12,3,Life Sciences,3,Female,68,2,4,Manufacturing Director,1,Married,2624,17854,6,Yes,23,3,3,2,34,5,3,16,4,3,5
35,No,Travel_Rarely,1058,Research & Development,3,5,Human Resources,2,Male,59,2,5,Sales Executive,1,Single,15559,13117,7,No,23,4,3,3,20,3,4,27,13,5,10
53,No,Non-Travel,540,Human Resources,27,1,Marketing,1,Male,36,2,5,Laboratory Technician,3,Single,11503,23607,5,Yes,14,3,3,0,16,2,4,0,17,11,17
39,No,Travel_Rarely,1456,Research & Development,5,2,Life Sciences,2,Female,51,1,3,Healthcare Representative,2,Married,6515,18615,7,No,23,3,2,1,23,1,4,8,2,4,14
51,Yes,Non-Travel,1313,Research & Development,7,4,Medical,1,Male,79,1,4,Laboratory Technician,2,Single,14063,13239,0,Yes,11,3,1,0,30,1,3,12,1,2,15
25,Yes,Non-Travel,1406,Human Resources,10,4,Medical,1,Female,74,4,3,Sales Representative,3,Married,14870,23286,0,No,24,3,3,1,5,3,2,31,15,12,13
57,Yes,Travel_Rarely,1240,Sales,10,1,Technical Degree,1,Male,39,1,4,Human Resources,4,Married,12596,16585,8,Yes,11,3,3,0,34,0,1,27,13,10,7
36,No,Travel_Rarely,1361,Research & Development,19,5,Life Sciences,4,Male,43,3,5,Manager,3,Married,14524,20933,3,No,15,3,3,0,36,5,3,30,15,13,7
59,No,Travel_Rarely,1463,Human Resources,25,2,Other,3,Female,75,3,4,Sales Executive,4,Single,6863,9486,2,No,22,3,4,3,12,3,4,7,10,4,1
58,No,Travel_Rarely,623,Sales,26,1,Human Resources,3,Female,35,2,4,Sales Representative,1,Divorced,17609,13541,5,No,18,3,4,0,24,3,4,7,16,3,5
54,No,Non-Travel,300,Research & Development,28,5,Marketing,2,Male,50,2,2,Laboratory Technician,4,Married,18752,21744,9,No,11,3,3,2,31,5,4,33,2,0,12
23,No,Travel_Rarely,1175,Research & Development,4,2,Other,2,Female,91,2,4,Healthcare Representative,1,Married,4783,23127,8,Yes,12,3,2,2,0,2,4,22,4,0,12
43,Yes,Non-Travel,1267,Research & Development,10,4,Human Resources,1,Female,48,4,2,Manufacturing Director,2,Married,5936,10681,9,Yes,17,3,1,2,34,5,1,9,2,13,11
51,No,Travel_Frequently,771,Research & Development,18,2,Medical,3,Male,91,2,3,Healthcare Representative,1,Single,5438,12223,3,Yes,18,3,4,2,18,5,4,36,14,14,1
23,No,Travel_Rarely,1155,Human Resources,3,3,Other,2,Male,82,4,2,Healthcare Representative,4,Married,5615,16001,8,Yes,22,3,1,3,11,6,1,24,4,6,11
54,No,Travel_Rarely,1207,Research & Development,21,2,Human Resources,2,Female,53,2,3,Manager,2,Divorced,5487,23731,4,No,24,3,3,2,39,4,4,32,2,3,16
50,No,Travel_Rarely,132,Sales,3,3,Medical,3,Female,85,3,4,Manager,2,Married,17085,7522,6,No,13,3,4,0,39,0,3,3,5,0,5
39,No,Travel_Rarely,1109,Research & Development,5,2,Medical,1,Male,91,2,3,Research Director,3,Divorced,19289,24463,2,Yes,21,3,1,2,19,1,1,6,13,5,6
38,No,Travel_Rarely,434,Sales,16,3,Medical,2,Female,63,1,5,Research Director,4,Married,8375,4683,2,No,22,3,3,3,32,1,1,32,1,10,5
23,Yes,Travel_Rarely,761,Research & Development,20,4,Medical,1,Female,51,2,4,Human Resources,4,Single,5436,25654,2,Yes,23,3,4,1,28,3,3,1,17,11,3
23,No,Travel_Rarely,278,Research & Development,13,5,Medical,3,Male,97,1,2,Research Director,3,Single,14485,5128,7,No,18,3,3,0,15,6,4,31,5,14,8
21,No,Travel_Frequently,471,Research & Development,11,3,Technical Degree,3,Female,86,1,1,Research Scientist,3,Married,6370,2263,5,No,11,3,4,0,13,3,4,4,4,15,4
47,No,Non-Travel,648,Research & Development,26,3,Other,2,Male,39,1,4,Sales Executive,2,Married,1650,5333,8,No,19,3,1,3,6,3,2,16,13,10,9
28,No,Travel_Rarely,636,Human Resources,13,4,Human Resources,2,Male,95,1,5,Research Scientist,3,Single,11094,5509,8,No,22,3,1,1,5,0,2,11,16,11,14
47,No,Travel_Rarely,1231,Research & Development,19,3,Technical Degree,3,Female,37,4,3,Research Scientist,2,Divorced,5059,22046,7,No,12,3,4,2,20,3,1,11,10,10,7
48,No,Travel_Rarely,198,Research & Development,28,1,Technical Degree,1,Female,67,4,2,Laboratory Technician,4,Married,5562,13502,0,No,24,4,2,1,35,3,2,34,0,10,3
41,No,Travel_Rarely,331,Sales,6,4,Life Sciences,1,Female,91,2,2,Sales Representative,3,Single,19697,5578,5,Yes,23,3,3,0,21,4,3,20,9,0,4
26,No,Travel_Rarely,328,Human Resources,24,1,Life Sciences,4,Male,57,2,5,Research Scientist,4,Divorced,4352,23313,3,No,12,4,1,0,39,0,3,20,8,7,6
20,No,Travel_Frequently,472,Human Resources,13,4,Life Sciences,3,Male,39,4,5,Sales Executive,2,Divorced,3065,20319,3,No,14,3,2,0,18,2,3,1,11,11,5
48,No,Travel_Rarely,1225,Research & Development,28,3,Marketing,2,Male,74,2,4,Manager,1,Married,10425,17017,2,No,22,3,4,1,24,6,1,20,0,12,12
57,Yes,Travel_Frequently,156,Sales,4,1,Life Sciences,3,Male,94,2,1,Human Resources,1,Divorced,8235,25356,8,No,20,3,1,2,2,2,3,14,17,8,9
54,No,Travel_Rarely,1320,Sales,25,3,Human Resources,2,Male,96,4,1,Laboratory Technician,4,Divorced,1895,23030,1,No,13,3,1,0,35,5,1,10,11,10,14
53,No,Travel_Rarely,525,Sales,22,4,Technical Degree,1,Male,38,4,3,Manager,2,Married,9593,8938,0,No,14,3,3,3,33,4,1,9,1,2,2
41,Yes,Travel_Rarely,416,Sales,5,3,Human Resources,2,Male,34,2,2,Laboratory Technician,2,Single,19839,21504,9,Yes,16,4,2,2,10,1,3,17,0,6,17
48,No,Travel_Rarely,1253,Research & Development,19,1,Other,4,Female,39,4,4,Sales Executive,1,Single,12539,24667,2,No,17,3,3,0,26,5,3,22,0,12,13
23,No,Travel_Rarely,133,Human Resources,5,1,Life Sciences,1,Male,41,3,2,Healthcare Representative,2,Married,4600,6059,3,No,15,3,4,2,1,2,1,30,0,14,2
